wellplan,pos_x,abs_pos_x,pos_y,inclination,sideforce,terminal,reward,episode,iteration
15.84177,1.50236,17.34413,5099.77761,0.37781,0.00141, False,1,30,51
15.81493,0.98839,16.80332,5199.77612,0.24205,0, False,1.3,30,52
15.78953,1.02605,16.81558,5299.7758,-0.25558,-0.00607, False,1,30,53
15.7656,1.5555,17.3211,5399.77452,-0.32363,0.00113, False,1,30,54
15.74312,1.79905,17.54217,5499.77408,0.0699,0.00887, False,1,30,55
15.72211,1.81661,17.53872,5599.77406,-0.06581,0, False,1.3,30,56
15.70253,1.84236,17.54489,5699.77404,0.05861,0.00436, False,1,30,57
15.68435,1.87678,17.56113,5799.77401,-0.07709,0, False,1.3,30,58
15.66752,2.02201,17.68952,5899.77393,-0.07004,0.00239, False,0.97654,30,59
15.65197,2.17422,17.82618,5999.77384,-0.08654,0.002, False,0.934,30,60
15.63762,2.45813,18.09575,6099.77345,-0.22222,0, False,0.89298,30,61
15.62438,2.34772,17.9721,6199.77294,0.36331,0.01209, False,0.90676,30,62
15.61213,1.84446,17.45659,6299.77159,0.22755,0, False,1.3,30,63
15.60076,1.57725,17.17801,6399.77117,0.09182,0, False,1.3,30,64
15.59013,1.54618,17.13631,6499.77114,-0.04389,0, False,1.3,30,65
15.58007,1.54178,17.12185,6599.77113,0.06035,0.00402, False,1,30,66
15.57044,1.37805,16.94849,6699.77097,0.13823,0.00358, False,1,30,67
15.56104,0.92992,16.49095,6799.76984,0.38582,0.00643, False,1,30,68
15.55167,1.02615,16.57783,6899.76885,-0.48448,-0.01231, False,1,30,69
15.54214,1.60637,17.14851,6999.76709,-0.16981,0.00755, False,1,30,70
15.5322,1.67901,17.21122,7099.76698,0.09767,0.00676, False,1,30,71
15.52163,1.63766,17.1593,7199.76694,-0.03804,0, False,1.3,30,72
15.51018,1.83405,17.34422,7299.76675,-0.17373,0, False,1.3,30,73
15.49756,1.83633,17.33388,7399.76659,0.1852,0.00829, False,1,30,74
15.4835,1.91675,17.40025,7499.76631,-0.26079,-0.0052, False,1,30,75
15.4677,2.28658,17.75428,7599.76567,-0.14502,0.00421, False,0.91536,30,76
15.44985,2.67604,18.12589,7699.76495,-0.28068,0, False,0.87,30,77
15.42963,2.58993,18.01956,7799.76431,0.40183,0.01371, False,0.87856,30,78
15.40669,1.7531,17.15979,7899.76057,0.58323,0.00532, False,1,30,79
15.38068,0.87982,16.2605,7999.7565,0.44743,0, False,1.3,30,80
15.35123,0.51289,15.86412,8099.75547,0.00724,-0.0051, False,1,30,81
15.31795,0.65208,15.97003,8199.75539,-0.12846,0, False,1.3,30,82
15.28045,1.06567,16.34612,8299.75464,-0.30233,-0.00064, False,1,30,83
15.23832,1.4272,16.66551,8399.75406,-0.06392,0.00627, False,1,30,84
15.19112,1.49243,16.68356,8499.75405,0.04313,0.00407, False,1,30,85
15.13842,1.15908,16.2975,8599.75314,0.39888,0.00824, False,1,30,86
15.07977,0.94298,16.02274,8699.75247,-0.08353,-0.00581, False,1,30,87
15.01468,1.50593,16.52061,8799.75102,-0.48657,-0.00448, False,1,30,88
14.94268,2.39734,17.34002,8899.74766,-0.45246,0.00284, False,0.90033,30,89
14.86327,2.8668,17.73006,8999.74664,0.00503,0.00994, False,0.85279,30,90
14.77592,2.95525,17.73117,9099.74664,-0.00629,0.00208, False,0.84546,30,91
14.68013,3.05347,17.7336,9199.74664,0.0035,0.00244, False,0.83771,30,92
14.57534,2.67931,17.25465,9299.74512,0.54479,0.01135, False,0.86968,30,93
14.461,2.07243,16.53343,9399.74243,0.28195,-0.00213, False,0.95745,30,94
14.33653,1.82338,16.15991,9499.74171,0.14621,0, False,1.3,30,95
14.20135,1.94621,16.14756,9599.74161,-0.13177,-0.00238, False,1,30,96
14.05487,1.84068,15.89554,9699.7409,0.42,0.01152, False,1,30,97
13.89646,1.30465,15.20111,9799.73849,0.37582,0.00154, False,1,30,98
13.7255,1.25595,14.98146,9899.73793,-0.1236,-0.0061, False,1,30,99
13.54135,1.09831,14.63966,9999.73683,0.51461,0.01297, False,1,30,100
13.34335,0.58131,13.92466,10099.73422,0.30494,-0.00124,  True,1,30,101
14.21499,0.83087,15.04586,0,2.37223,0,  True,0,31,0
14.15857,-3.33821,10.82036,99.91067,2.47119,0.00393, False,0.81709,31,1
14.11919,-5.3351,8.78409,199.88132,-0.1349,-0.04141, False,0.71125,31,2
14.09533,-4.37842,9.71691,299.87616,-0.93329,-0.01111, False,0.75615,31,3
14.08554,-2.56627,11.51927,399.85986,-1.13198,-0.00105, False,0.88102,31,4
14.08839,-1.04496,13.04343,499.84791,-0.61515,0.01094, False,1,31,5
14.10255,-0.28239,13.82016,599.84475,-0.27526,0.00797, False,1,31,6
14.12674,0.29236,14.4191,699.84293,-0.41094,0, False,1.3,31,7
14.15974,0.92296,15.0827,799.84072,-0.34955,0.0033, False,1,31,8
14.20041,1.48823,15.68864,899.83889,-0.34482,0.00235, False,1,31,9
14.24767,1.7505,15.99817,999.83826,-0.0102,0.00788, False,1,31,10
14.30048,1.78973,16.09021,1099.83821,-0.09519,0.00085, False,1,31,11
14.35787,1.88736,16.24523,1199.83809,-0.08247,0.00249, False,1,31,12
14.41895,1.74896,16.16791,1299.83798,0.17082,0.00652, False,1,31,13
14.48286,1.50537,15.98823,1399.8378,0.03521,0, False,1.3,31,14
14.5488,1.43569,15.9845,1499.83779,-0.03087,0.00117, False,1,31,15
14.61604,1.41603,16.03207,1599.83778,-0.02365,0.00239, False,1,31,16
14.68387,0.95186,15.63573,1699.83668,0.47734,0.01067, False,1,31,17
14.75167,0.16304,14.91471,1799.83406,0.34902,0.00012, False,1,31,18
14.81884,-0.40294,14.4159,1899.83279,0.2227,0.00016, False,1,31,19
14.88485,-0.42437,14.46048,1999.83247,-0.27331,-0.00604, False,1,31,20
14.9492,0.12393,15.07312,2099.83056,-0.42858,-0.00033, False,1,31,21
15.01144,0.92824,15.93968,2199.82678,-0.5643,0, False,1.3,31,22
15.07117,1.66036,16.73153,2299.82359,-0.34332,0.00598, False,1,31,23
15.12803,2.21265,17.34068,2399.82173,-0.3547,0.00208, False,0.92709,31,24
15.1817,2.02354,17.20524,2499.82069,0.50906,0.01675, False,0.97574,31,25
15.23191,1.50629,16.7382,2599.81931,0.0266,-0.00581, False,1,31,26
15.27841,1.41296,16.69137,2699.8193,0.02707,0.00228, False,1,31,27
15.321,1.26848,16.58948,2799.81924,0.08963,0.00332, False,1,31,28
15.35952,1.16648,16.52599,2899.8192,-0.01678,0.00049, False,1,31,29
15.39383,1.3747,16.76853,2999.81883,-0.26091,-0.00182, False,1,31,30
15.42383,1.19835,16.62218,3099.81812,0.42794,0.01382, False,1,31,31
15.44947,0.85284,16.30231,3199.81731,-0.06091,-0.00592, False,1,31,32
15.4707,0.97341,16.44411,3299.81721,-0.10154,0.00159, False,1,31,33
15.48752,0.98633,16.47385,3399.81717,0.06729,0.0051, False,1,31,34
15.49995,0.40725,15.90719,3499.81523,0.58155,0.01089, False,1,31,35
15.50803,0.25102,15.75905,3599.81387,-0.41082,-0.01436, False,1,31,36
15.51185,1.08276,16.59461,3699.81035,-0.54653,0, False,1.3,31,37
15.51149,2.14275,17.65424,3799.80472,-0.66762,0.00025, False,0.94026,31,38
15.50708,2.68138,18.18846,3899.80263,0.05474,0.01438, False,0.86948,31,39
15.49875,2.3137,17.81245,3999.80179,0.37582,0.00765, False,0.91144,31,40
15.48667,1.81438,17.30105,4099.80045,0.21036,-0.0005, False,1,31,41
15.47102,1.28809,16.75911,4199.79893,0.41047,0.00563, False,1,31,42
15.45198,0.65386,16.10584,4299.79679,0.3382,0.00106, False,1,31,43
15.42977,0.20423,15.634,4399.79565,0.20261,0, False,1.3,31,44
15.40462,0.04884,15.45346,4499.79544,0.00447,-0.00105, False,1,31,45
15.37675,0.1874,15.56414,4599.79536,-0.13117,0, False,1.3,31,46
15.34642,0.56517,15.91159,4699.79473,-0.26684,0, False,1.3,31,47
15.31389,0.76066,16.07455,4799.79444,0.07976,0.00808, False,1,31,48
15.27942,0.6435,15.92291,4899.79433,0.09399,0.00251, False,1,31,49
15.24328,0.63405,15.87733,4999.79429,-0.04163,0, False,1.3,31,50
15.20576,0.65999,15.86576,5099.79428,0.05481,0.00389, False,1,31,51
15.16715,0.49082,15.65796,5199.79404,0.18318,0.00442, False,1,31,52
15.12772,0.42996,15.55768,5299.79391,-0.06802,-0.00194, False,1,31,53
15.08777,0.70713,15.7949,5399.79361,-0.20368,0, False,1.3,31,54
15.04759,0.97833,16.02592,5499.79332,-0.06119,0.00466, False,1,31,55
15.00746,1.24375,16.2512,5599.79304,-0.19684,0, False,1.3,31,56
14.96767,1.0438,16.01146,5699.79219,0.47091,0.01347, False,1,31,57
14.92851,0.37949,15.30799,5799.78969,0.33535,0, False,1.3,31,58
14.89024,0.11433,15.00457,5899.7891,0.01266,-0.00314, False,1,31,59
14.85315,0.29522,15.14837,5999.78895,-0.17725,-0.00091, False,1,31,60
14.81749,0.75875,15.57625,6099.78801,-0.31293,0, False,1.3,31,61
14.78352,1.27648,16.06,6199.78683,-0.24149,0.00347, False,1,31,62
14.75148,1.70592,16.4574,6299.78604,-0.21393,0.00274, False,1,31,63
14.7216,2.13201,16.85361,6399.78526,-0.24008,0.00184, False,0.94255,31,64
14.6941,2.33203,17.02612,6499.78501,0.04213,0.007, False,0.90889,31,65
14.66918,2.41349,17.08267,6599.78496,-0.10677,-0.00022, False,0.89833,31,66
14.64702,2.51051,17.15753,6699.78491,0.02086,0.00441, False,0.88703,31,67
14.6278,2.59152,17.21933,6799.78488,-0.09156,0.00039, False,0.87839,31,68
14.61167,2.27666,16.88833,6899.78393,0.47031,0.01169, False,0.91683,31,69
14.59875,1.58715,16.1859,6999.78144,0.33475,0, False,1.3,31,70
14.58915,1.00312,15.59227,7099.77968,0.34549,0.00245, False,1,31,71
14.58297,0.7142,15.29716,7199.77908,-0.00698,-0.00363, False,1,31,72
14.58025,0.60126,15.18151,7299.77899,0.13936,0.00473, False,1,31,73
14.58103,0.47571,15.05674,7399.77889,0.00374,0, False,1.3,31,74
14.58533,0.58337,15.1687,7499.7788,-0.1319,0, False,1.3,31,75
14.59311,0.9243,15.51741,7599.77817,-0.26756,0, False,1.3,31,76
14.60434,1.12527,15.72961,7699.77784,0.02411,0.00716, False,1,31,77
14.61892,1.08664,15.70556,7799.77783,0.00347,0.00193, False,1,31,78
14.63675,1.18125,15.818,7899.77775,-0.13218,0, False,1.3,31,79
14.65767,1.51499,16.17267,7999.77709,-0.27411,-0.00011, False,1,31,80
14.68151,1.95193,16.63344,8099.77603,-0.25392,0.00261, False,1,31,81
14.70803,1.81184,16.51987,8199.77545,0.38344,0.01296, False,1,31,82
14.73698,0.90615,15.64313,8299.77154,0.62101,0.00625, False,1,31,83
14.76806,-0.09039,14.67767,8399.76685,0.48547,0, False,1.3,31,84
14.80094,-0.85214,13.94879,8499.76417,0.34991,0, False,1.3,31,85
14.83522,-1.14088,13.69434,8599.76364,-0.05793,-0.00456, False,1,31,86
14.8705,-0.95656,13.91393,8699.76337,-0.19358,0, False,1.3,31,87
14.90629,-0.53598,14.3703,8799.76231,-0.32925,0, False,1.3,31,88
14.94207,-0.04696,14.89511,8899.76093,-0.27219,0.00323, False,1,31,89
14.9773,0.45695,15.43425,8999.75947,-0.34555,0.00104, False,1,31,90
15.01134,0.62097,15.63231,9099.759,0.11813,0.01005, False,1,31,91
15.04354,0.50105,15.54459,9199.75894,-0.01749,0, False,1.3,31,92
15.07318,0.91179,15.98497,9299.75769,-0.48669,-0.00559, False,1,31,93
15.09949,1.85344,16.95293,9399.75298,-0.62241,0, False,1.3,31,94
15.12165,2.903,18.02465,9499.74724,-0.60573,0.00255, False,0.84975,31,95
15.13878,3.20079,18.33957,9599.74582,0.24402,0.01652, False,0.82674,31,96
15.14994,2.97401,18.12395,9699.74552,0.00331,-0.00176, False,0.84395,31,97
15.15414,2.71212,17.86625,9799.74508,0.29171,0.00711, False,0.86657,31,98
15.15031,1.88598,17.03629,9899.74146,0.65901,0.00843, False,1,31,99
15.13734,0.93648,16.07383,9999.73677,0.44412,-0.00133, False,1,31,100
15.11406,0.30306,15.41713,10099.73459,0.30855,0,  True,1.3,31,101
23.8374,-1.63337,22.20403,0,-0.84907,0,  True,0,32,0
23.87672,-0.07262,23.8041,99.98717,-0.98442,0, False,1.3,32,1
23.90973,1.106,25.01573,199.97941,-0.40464,0.01199, False,1,32,2
23.93665,1.90356,25.8402,299.97599,-0.54001,0, False,1.3,32,3
23.95766,2.21649,26.17415,399.97481,0.15663,0.01395, False,0.92643,32,4
23.97297,2.12475,26.09773,499.97472,-0.06883,-0.00151, False,0.94415,32,5
23.9828,2.29453,26.27732,599.97455,-0.13691,0.00113, False,0.91419,32,6
23.98733,2.27018,26.25752,699.97444,0.1593,0.00723, False,0.91781,32,7
23.9868,2.11096,26.09776,799.97429,0.0239,0, False,0.94733,32,8
23.9814,1.86507,25.84647,899.9739,0.26381,0.00629, False,1,32,9
23.97134,1.43736,25.40869,999.97294,0.23787,0.00183, False,1,32,10
23.95684,1.15498,25.11182,1099.97247,0.10246,0, False,1.3,32,11
23.9381,1.06156,24.99967,1199.9724,0.02613,0.00099, False,1,32,12
23.91535,0.90631,24.82166,1299.97222,0.1777,0.00481, False,1,32,13
23.88879,1.1899,25.07869,1399.97135,-0.47157,-0.00861, False,1,32,14
23.85863,1.84432,25.70295,1499.96934,-0.24401,0.00608, False,1,32,15
23.82508,1.92116,25.74624,1599.96908,0.19395,0.00961, False,1,32,16
23.78836,2.01467,25.80303,1699.96881,-0.25857,-0.00532, False,0.98085,32,17
23.74868,2.23438,25.98305,1799.96852,0.05197,0.00747, False,0.92345,32,18
23.70624,2.00963,25.71587,1899.96812,0.254,0.00566, False,0.98449,32,19
23.66126,1.56499,25.22625,1999.96691,0.30701,0.00316, False,1,32,20
23.61394,1.24706,24.861,2099.9662,0.11173,-0.001, False,1,32,21
23.56449,1.07225,24.63674,2199.96594,0.14522,0.00283, False,1,32,22
23.51312,0.98845,24.50157,2299.96583,0.00982,0, False,1.3,32,23
23.46003,0.8561,24.31613,2399.96561,0.20248,0.0055, False,1,32,24
23.40543,0.55632,23.96175,2499.96498,0.20362,0.00229, False,1,32,25
23.3495,0.37515,23.72465,2599.96468,0.06821,0, False,1.3,32,26
23.29246,0.30968,23.60213,2699.9646,0.07218,0.00234, False,1,32,27
23.23449,0.41963,23.65412,2799.96454,-0.13155,-0.00115, False,1,32,28
23.1758,0.71612,23.89192,2899.96425,-0.14094,0.00211, False,1,32,29
23.11657,0.64145,23.75802,2999.96393,0.29394,0.00956, False,1,32,30
23.05699,0.66522,23.72222,3099.96354,-0.25236,-0.00689, False,1,32,31
22.99725,0.99399,23.99124,3199.96313,-0.05611,0.00556, False,1,32,32
22.93754,1.26991,24.20744,3299.96287,-0.1915,0, False,1.3,32,33
22.87802,1.66591,24.54393,3399.96231,-0.19408,0.00223, False,1,32,34
22.81887,1.7887,24.60757,3499.96216,0.12083,0.00755, False,1,32,35
22.76028,1.24613,24.00641,3599.9601,0.56761,0.00976, False,1,32,36
22.70241,0.43165,23.13406,3699.95627,0.43218,0, False,1.3,32,37
22.64542,-0.14736,22.49806,3799.95423,0.29676,0, False,1.3,32,38
22.58948,-0.49108,22.0984,3899.9534,0.16135,0, False,1.3,32,39
22.53473,-0.44549,22.08924,3999.95328,-0.15054,-0.00296, False,1,32,40
22.48134,-0.12405,22.35729,4099.95292,-0.15662,0.00217, False,1,32,41
22.42946,0.21716,22.64662,4199.9525,-0.17491,0.00196, False,1,32,42
22.37922,0.24629,22.62552,4299.95232,0.19872,0.00853, False,1,32,43
22.33077,-0.30971,22.02106,4399.95038,0.49364,0.00721, False,1,32,44
22.28424,-0.33796,21.94627,4499.94933,-0.40704,-0.01283, False,1,32,45
22.23975,0.45783,22.69758,4599.9465,-0.45387,0.00148, False,1,32,46
22.19744,1.11608,23.31352,4699.94455,-0.25216,0.00565, False,1,32,47
22.15741,1.62344,23.78085,4799.94346,-0.28333,0.00175, False,1,32,48
22.11979,1.84804,23.96783,4899.94313,0.06872,0.00817, False,1,32,49
22.08467,1.65993,23.7446,4999.94286,0.18696,0.00425, False,1,32,50
22.05216,1.48442,23.53658,5099.94262,0.05156,0, False,1.3,32,51
22.02235,1.54251,23.56487,5199.94259,-0.08384,0, False,1.3,32,52
21.99533,1.25994,23.25527,5299.94177,0.43808,0.01102, False,1,32,53
21.97119,0.29187,22.26305,5399.93676,0.69867,0.00664, False,1,32,54
21.94999,-0.64257,21.30742,5499.93208,0.39673,-0.00279, False,1,32,55
21.9318,-1.19852,20.73328,5599.93041,0.26132,0, False,1.3,32,56
21.91668,-1.1137,20.80298,5699.92992,-0.34059,-0.00782, False,1,32,57
21.9047,-0.45944,21.44525,5799.92786,-0.39536,0.00135, False,1,32,58
21.89589,0.18312,22.07901,5899.92584,-0.33094,0.00335, False,1,32,59
21.89029,0.83953,22.72982,5999.92372,-0.41476,0.00086, False,1,32,60
21.88793,1.06362,22.95155,6099.92305,0.1601,0.0119, False,1,32,61
21.88885,0.90156,22.79041,6199.9229,0.0247,0, False,1.3,32,62
21.89305,0.97253,22.86558,6299.92285,-0.1107,0, False,1.3,32,63
21.90054,0.90155,22.80208,6399.92272,0.18316,0.0072, False,1,32,64
21.91132,0.84238,22.75369,6499.92258,-0.1274,-0.00294, False,1,32,65
21.92538,1.16893,23.0943,6599.92198,-0.26278,0, False,1.3,32,66
21.9427,1.4447,23.3874,6699.9215,-0.07327,0.00545, False,1,32,67
21.96326,1.67028,23.63354,6799.92118,-0.20866,0, False,1.3,32,68
21.98702,1.7224,23.70942,6899.92101,0.12138,0.0078, False,1,32,69
22.01394,1.60192,23.61586,6999.92094,-0.01402,0, False,1.3,32,70
22.04395,1.71465,23.7586,7099.92082,-0.14942,0, False,1.3,32,71
22.07701,1.87271,23.94972,7199.92063,-0.06967,0.00361, False,1,32,72
22.11302,2.06746,24.18048,7299.92034,-0.19464,0.00017, False,0.95893,32,73
22.15192,2.38915,24.54107,7399.91969,-0.21854,0.00187, False,0.90137,32,74
22.19361,2.13632,24.32993,7499.91888,0.45981,0.01364, False,0.94162,32,75
22.23798,1.58417,23.82215,7599.91745,0.12241,-0.00339, False,1,32,76
22.28492,1.44187,23.72679,7699.91738,-0.01299,0, False,1.3,32,77
22.33432,1.50223,23.83655,7799.91731,-0.11268,0.0006, False,1,32,78
22.38602,1.71704,24.10306,7899.91695,-0.19264,0.00093, False,1,32,79
22.43989,1.78071,24.2206,7999.9168,0.0577,0.00647, False,1,32,80
22.49578,1.84882,24.3446,8099.91664,-0.19954,-0.00204, False,1,32,81
22.5535,1.46249,24.01599,8199.91533,0.57531,0.01526, False,1,32,82
22.61289,0.5173,23.1302,8299.91139,0.43989,0, False,1.3,32,83
22.67376,0.42801,23.10177,8399.91047,-0.40646,-0.01192, False,1,32,84
22.7359,1.19351,23.92942,8499.90703,-0.54183,0, False,1.3,32,85
22.7991,1.77096,24.57006,8599.90482,-0.19266,0.00812, False,1,32,86
22.86314,2.16143,25.02457,8699.90376,-0.32804,0, False,0.93647,32,87
22.92778,2.48745,25.41522,8799.90294,-0.11983,0.00576, False,0.88961,32,88
22.99276,2.24583,25.23859,8899.90254,0.32179,0.00967, False,0.9216,32,89
23.05783,1.73743,24.79526,8999.90154,0.18638,0, False,1.3,32,90
23.12271,1.67487,24.79758,9099.90136,-0.18865,-0.00402, False,1,32,91
23.18711,2.05799,25.2451,9199.90033,-0.32403,0, False,0.96192,32,92
23.25073,2.60541,25.85614,9299.89846,-0.37612,0.0014, False,0.87697,32,93
23.31327,2.40733,25.7206,9399.89733,0.53053,0.01747, False,0.89909,32,94
23.37438,1.53858,24.91296,9499.89404,0.3951,0, False,1.3,32,95
23.43374,0.90793,24.34167,9599.89239,0.25969,0, False,1.3,32,96
23.49098,0.51572,24.00671,9699.8918,0.12428,0, False,1.3,32,97
23.54575,0.39384,23.93959,9799.89174,-0.0472,-0.0006, False,1,32,98
23.59766,0.19091,23.78857,9899.89154,0.21998,0.00675, False,1,32,99
23.64631,-0.15223,23.49408,9999.89109,0.11758,0.00055, False,1,32,100
23.69129,-0.34759,23.3437,10099.89097,0.05481,0.00122,  True,1,32,101
11.73699,-5.40799,6.329,0,3.70137,0,  True,0,33,0
11.59571,-11.60455,-0.00884,99.79893,3.56627,0, False,0.50999,33,1
11.48424,-15.52777,-4.04353,199.70954,1.06116,-0.03972, False,0.41846,33,2
11.39989,-14.73009,-3.3302,299.69604,-1.87586,-0.04695, False,0.43586,33,3
11.34012,-10.82174,0.51838,399.62141,-2.53477,-0.00876, False,0.53038,33,4
11.30234,-6.81687,4.48548,499.54234,-2.0129,0.01104, False,0.65298,33,5
11.28417,-3.37267,7.9115,599.48362,-1.91389,0.00395, False,0.81475,33,6
11.28335,-0.98653,10.29681,699.45365,-0.82083,0.02061, False,1,33,7
11.29777,-0.09451,11.20326,799.44908,-0.21848,0.01238, False,1,33,8
11.32542,0.11883,11.44426,899.44876,-0.05783,0.00497, False,1,33,9
11.36443,0.31397,11.6784,999.44846,-0.21034,-0.00028, False,1,33,10
11.41303,0.25445,11.66748,1099.44822,0.22244,0.00953, False,1,33,11
11.46958,-0.21293,11.25665,1199.44737,0.24831,0.00271, False,1,33,12
11.53255,-0.08298,11.44957,1299.44653,-0.4687,-0.00974, False,1,33,13
11.60051,0.98362,12.58413,1399.43993,-0.8311,-0.00379, False,1,33,14
11.67216,1.88648,13.55864,1499.43481,-0.28616,0.01142, False,1,33,15
11.7463,2.43068,14.17698,1599.43287,-0.42227,0, False,0.89624,33,16
11.82181,3.05606,14.87787,1699.43041,-0.38094,0.00297, False,0.83751,33,17
11.89771,2.71163,14.60933,1799.4286,0.68764,0.02019, False,0.86662,33,18
11.97306,1.87877,13.85183,1899.42541,0.18089,-0.00622, False,1,33,19
12.04707,1.60784,13.65491,1999.42519,0.0449,0, False,1.3,33,20
12.119,1.42948,13.54847,2099.42513,0.07704,0.00282, False,1,33,21
12.18821,1.50625,13.69446,2199.42489,-0.24402,-0.0031, False,1,33,22
12.25414,1.50346,13.7576,2299.42466,0.17128,0.00924, False,1,33,23
12.31632,1.29023,13.60655,2399.42451,0.00197,-0.00056, False,1,33,24
12.37434,0.86822,13.24256,2499.42363,0.41473,0.0092, False,1,33,25
12.42788,-0.03719,12.39069,2599.41997,0.56132,0.00474, False,1,33,26
12.47668,-0.67636,11.80032,2699.41798,0.11561,-0.00519, False,1,33,27
12.52056,-0.65506,11.86549,2799.41784,-0.19,-0.00284, False,1,33,28
12.55938,-0.25607,12.30331,2899.41686,-0.31159,0.00024, False,1,33,29
12.5931,0.06238,12.65548,2999.41618,-0.09216,0.00596, False,1,33,30
12.62169,0.57685,13.19854,3099.41446,-0.52973,-0.00505, False,1,33,31
12.64523,0.87378,13.51901,3199.41334,0.16184,0.01387, False,1,33,32
12.6638,0.89322,13.55702,3299.41316,-0.20505,-0.00387, False,1,33,33
12.67756,1.34047,14.01803,3399.41208,-0.32312,0.0003, False,1,33,34
12.68671,1.38809,14.07481,3499.41164,0.2575,0.01201, False,1,33,35
12.6915,1.22345,13.91494,3599.41137,-0.07399,-0.00328, False,1,33,36
12.69219,1.30338,13.99557,3699.41133,-0.01846,0.00321, False,1,33,37
12.68912,1.10271,13.79183,3799.41103,0.25167,0.00681, False,1,33,38
12.68263,0.89949,13.58211,3899.41073,-0.0111,-0.00213, False,1,33,39
12.67309,1.04723,13.72032,3999.41061,-0.14714,0, False,1.3,33,40
