wellplan,pos_x,abs_pos_x,pos_y,inclination,sideforce,terminal,reward,episode,iteration
30.01477,2.34551,32.36028,7899.50827,-0.06165,0.01254, False,0.90706,61,79
30.12241,1.9117,32.03411,7999.50742,0.4349,0.0106, False,1,61,80
30.22988,1.11592,31.3458,8099.50504,0.35394,0.00092, False,1,61,81
30.33646,0.91082,31.24728,8199.50455,-0.24042,-0.00768, False,1,61,82
30.44139,1.21704,31.65843,8299.5037,-0.23073,0.00244, False,1,61,83
30.54385,1.41237,31.95621,8399.50324,-0.11063,0.00429, False,1,61,84
30.64293,1.62508,32.26801,8499.50273,-0.24652,0, False,1.3,61,85
30.73768,1.71895,32.45663,8599.50246,0.03008,0.00691, False,1,61,86
30.82706,1.54291,32.36997,8699.50242,0.06918,0.00293, False,1,61,87
30.90997,1.45801,32.36798,8799.50239,-0.06676,0, False,1.3,61,88
30.98524,1.44438,32.42962,8899.50237,-0.00394,0.00333, False,1,61,89
31.05162,1.50361,32.55523,8999.50227,-0.13986,0, False,1.3,61,90
31.10777,1.23274,32.34051,9099.50169,0.38535,0.01108, False,1,61,91
31.1523,0.63447,31.78677,9199.50013,0.24934,0, False,1.3,61,92
31.18371,0.28667,31.47038,9299.4996,0.11336,0, False,1.3,61,93
31.20045,0.19084,31.39129,9399.49955,-0.02259,0, False,1.3,61,94
31.20086,0.50622,31.70708,9499.49892,-0.33894,-0.00302, False,1,61,95
31.1832,0.85059,32.0338,9599.49827,-0.03576,0.00736, False,1,61,96
31.14565,1.03194,32.17759,9699.49816,-0.12892,0.00072, False,1,61,97
31.08629,1.14933,32.23561,9799.4981,0.06223,0.00548, False,1,61,98
31.00311,1.21641,32.21952,9899.49808,-0.04368,0.0005, False,1,61,99
30.89402,1.36683,32.26085,9999.49807,-0.00372,0.00295, False,1,61,100
30.75682,1.40543,32.16225,10099.498,0.11658,0.0043,  True,1,61,101
27.97033,-0.6185,27.35184,0,0.88299,0,  True,0,62,0
27.89105,-1.97306,25.91799,99.9897,0.76026,0.00021, False,1,62,1
27.81947,-2.68917,25.1303,199.98611,0.143,-0.00808, False,0.86874,62,2
27.75458,-2.37772,25.37686,299.9854,-0.42498,-0.00725, False,0.90282,62,3
27.69545,-1.5514,26.14405,399.98246,-0.45413,0.00178, False,1,62,4
27.64117,-0.74749,26.89368,499.97964,-0.40493,0.00309, False,1,62,5
27.59093,0.06496,27.65589,599.97673,-0.46845,0.00121, False,1,62,6
27.54397,0.64839,28.19236,699.97516,-0.14662,0.00766, False,1,62,7
27.49958,0.83707,28.33664,799.97504,-0.01884,0.00441, False,1,62,8
27.45711,0.9607,28.4178,899.975,-0.07411,0.00134, False,1,62,9
27.41597,1.24946,28.66543,999.97467,-0.20951,0, False,1.3,62,10
27.37562,1.68482,29.06044,1099.97389,-0.2431,0.00171, False,1,62,11
27.33558,1.99501,29.33059,1199.97349,-0.06665,0.00523, False,1,62,12
27.29541,2.15622,29.45164,1299.97341,-0.07205,0.00218, False,0.93751,62,13
27.25473,2.08731,29.34204,1399.97326,0.19737,0.00679, False,0.95328,62,14
27.2132,1.70828,28.92147,1499.97237,0.28448,0.00373, False,1,62,15
27.17051,1.50441,28.67492,1599.97196,-0.00167,-0.00253, False,1,62,16
27.12643,1.06193,28.18836,1699.97038,0.55867,0.01166, False,1,62,17
27.08075,0.29642,27.37717,1799.96704,0.37108,-0.00088, False,1,62,18
27.0333,0.05216,27.08546,1899.96641,-0.0364,-0.00456, False,1,62,19
26.98395,0.01527,26.99922,1999.96633,0.13506,0.00514, False,1,62,20
26.93261,0.42946,27.36208,2099.96508,-0.55019,-0.00922, False,1,62,21
26.87924,1.13987,28.0191,2199.96277,-0.20306,0.00809, False,1,62,22
26.8238,1.24282,28.06662,2299.9626,0.14826,0.00816, False,1,62,23
26.76631,1.15982,27.92612,2399.96248,0.01287,0, False,1.3,62,24
26.70681,1.31513,28.02194,2499.96241,-0.12254,0, False,1.3,62,25
26.64539,1.70871,28.35409,2599.96183,-0.25795,0, False,1.3,62,26
26.58213,2.08499,28.66712,2699.96131,-0.10091,0.0049, False,0.9539,62,27
26.51716,2.08108,28.59824,2799.96119,0.17956,0.00697, False,0.95498,62,28
26.45064,1.95248,28.40312,2899.96097,0.04417,0, False,1.3,62,29
26.38274,1.69607,28.07881,2999.96035,0.32718,0.00701, False,1,62,30
26.31365,1.31238,27.62603,3099.9593,0.1918,0, False,1.3,62,31
26.24359,1.01857,27.26216,3199.95863,0.22514,0.00283, False,1,62,32
26.17278,0.73267,26.90545,3299.958,0.18366,0.00157, False,1,62,33
26.10148,0.90652,27.008,3399.95765,-0.30069,-0.00585, False,1,62,34
26.02994,1.62114,27.65108,3499.95555,-0.43611,0, False,1.3,62,35
25.95845,1.69407,27.65252,3599.95459,0.43361,0.01685, False,1,62,36
25.88728,1.28265,27.16993,3699.9533,0.11971,-0.00299, False,1,62,37
25.81674,1.07041,26.88715,3799.9529,0.20425,0.00369, False,1,62,38
25.74712,1.36544,27.11256,3899.95208,-0.46189,-0.0089, False,1,62,39
25.67874,1.39621,27.07495,3999.95089,0.50404,0.01846, False,1,62,40
25.61191,0.44576,26.05767,4099.94568,0.66155,0.00491, False,1,62,41
25.54695,-0.38925,25.1577,4199.94152,0.37004,-0.00262, False,1,62,42
25.48417,-0.64835,24.83582,4299.94083,-0.00083,-0.00395, False,1,62,43
25.4239,-0.6912,24.7327,4399.94076,0.11888,0.00428, False,1,62,44
25.36645,-0.72296,24.64349,4499.9407,-0.01652,0, False,1.3,62,45
25.31213,-0.52153,24.7906,4599.94057,-0.15192,0, False,1.3,62,46
25.26126,0.03218,25.29343,4699.93921,-0.42401,-0.00229, False,1,62,47
25.21413,0.71723,25.93135,4799.93715,-0.30711,0.00423, False,1,62,48
25.17103,1.24972,26.42075,4899.93595,-0.25375,0.00316, False,1,62,49
25.13225,1.84202,26.97427,4999.9344,-0.38041,0.00015, False,1,62,50
25.09805,2.06224,27.16029,5099.93385,0.1667,0.01144, False,0.96055,62,51
25.0687,1.91891,26.98762,5199.93368,0.03131,0, False,1.3,62,52
25.04444,1.61587,26.66031,5299.93302,0.34346,0.0075, False,1,62,53
25.02549,1.13482,26.16031,5399.93175,0.22962,0.00036, False,1,62,54
25.01205,0.96179,25.97384,5499.9315,-0.01571,-0.00184, False,1,62,55
25.00432,1.11522,26.11954,5599.93137,-0.15111,0, False,1.3,62,56
25.00247,1.21006,26.21252,5699.93128,0.04437,0.00555, False,1,62,57
25.00662,1.24674,26.25336,5799.93125,-0.09103,0, False,1.3,62,58
25.0169,1.50169,26.5186,5899.93088,-0.21278,0.00023, False,1,62,59
25.03341,1.71954,26.75294,5999.93057,-0.05591,0.0049, False,1,62,60
25.05619,1.80404,26.86023,6099.93051,-0.06702,0.00208, False,1,62,61
25.08529,1.65127,26.73656,6199.93034,0.20846,0.00689, False,1,62,62
25.12071,1.33983,26.46054,6299.92995,0.10794,0.00058, False,1,62,63
25.16241,1.22802,26.39042,6399.9299,-0.02746,0, False,1.3,62,64
25.21032,1.3463,26.55663,6499.92974,-0.16286,0, False,1.3,62,65
25.26436,1.484,26.74835,6599.92954,-0.05694,0.00405, False,1,62,66
25.32436,1.53689,26.86125,6699.92948,-0.07242,0.00201, False,1,62,67
25.39015,1.60098,26.99113,6799.92939,-0.07641,0.0022, False,1,62,68
25.46152,1.62885,27.09037,6899.92934,-0.03735,0.00292, False,1,62,69
25.53819,1.26276,26.80095,6999.92871,0.3686,0.00907, False,1,62,70
25.61985,0.65603,26.27588,7099.92731,0.23322,0, False,1.3,62,71
25.70615,0.54476,26.25092,7199.92706,-0.20418,-0.00506, False,1,62,72
25.79669,0.92888,26.72557,7299.92591,-0.3396,0, False,1.3,62,73
25.89101,1.37084,27.26185,7399.92447,-0.27499,0.00335, False,1,62,74
25.9886,1.87148,27.86009,7499.92266,-0.41041,0, False,1.3,62,75
26.08892,2.1414,28.23032,7599.92177,-0.01424,0.00891, False,0.94054,62,76
26.19134,2.18212,28.37346,7699.92165,-0.14965,0, False,0.93252,62,77
26.29521,2.45772,28.75293,7799.9209,-0.28506,0, False,0.89303,62,78
26.39979,2.21465,28.61443,7899.92014,0.44304,0.01447, False,0.92675,62,79
26.50429,1.68892,28.19322,7999.91904,0.04004,-0.00449, False,1,62,80
26.60789,1.62365,28.23154,8099.91902,-0.08382,0.00019, False,1,62,81
26.70966,1.38526,28.09491,8199.91879,0.24007,0.0077, False,1,62,82
26.80863,0.7506,27.55923,8299.91733,0.37366,0.00451, False,1,62,83
26.90376,0.12256,27.02632,8399.91589,0.23715,-0.00002, False,1,62,84
26.99396,-0.02799,26.96597,8499.91566,-0.16759,-0.00451, False,1,62,85
27.07803,0.29873,27.37676,8599.9148,-0.30301,0, False,1.3,62,86
27.15475,0.56733,27.72208,8699.91414,-0.09291,0.00579, False,1,62,87
27.22278,0.26159,27.48436,8799.91359,0.36486,0.00994, False,1,62,88
27.28073,0.1595,27.44023,8899.913,-0.31361,-0.0091, False,1,62,89
27.32714,0.78044,28.10758,8999.91075,-0.45099,-0.00003, False,1,62,90
27.36046,1.16212,28.52259,9099.90966,-0.025,0.00941, False,1,62,91
27.37907,0.61798,27.99705,9199.90774,0.62657,0.01319, False,1,62,92
27.38126,-0.25059,27.13067,9299.9039,0.3665,-0.00209, False,1,62,93
27.36524,-0.03031,27.33492,9399.90251,-0.5996,-0.01392, False,1,62,94
27.32913,0.92142,28.25056,9499.89829,-0.4498,0.00478, False,1,62,95
27.271,1.1793,28.45029,9599.89752,0.22026,0.0135, False,1,62,96
27.18877,0.99536,28.18413,9699.89714,0.08487,0, False,1.3,62,97
27.08033,1.02804,28.10837,9799.8971,0.00203,0.00088, False,1,62,98
26.94345,1.12661,28.07007,9899.89709,0.04183,0.00294, False,1,62,99
26.77581,1.45115,28.22697,9999.89688,-0.22137,-0.00214, False,1,62,100
26.575,1.87037,28.44537,10099.8966,-0.0291,0.00549,  True,1,62,101
12.92324,6.92181,19.84504,0,2.49089,0,  True,0,63,0
13.06465,2.34552,15.41017,99.9016,2.59267,0.00397, False,0.90706,63,1
13.19166,-0.91262,12.27904,199.84934,0.99759,-0.02447, False,1,63,2
13.30484,-1.7489,11.55595,299.845,-0.16783,-0.01726, False,1,63,3
13.40471,-1.43732,11.96739,399.84413,-0.30353,0, False,1.3,63,4
13.49183,-0.92084,12.57099,499.8423,-0.38807,0.00086, False,1,63,5
13.56676,-0.19924,13.36751,599.8391,-0.52456,-0.00001, False,1,63,6
13.63004,0.5539,14.18393,699.83575,-0.4111,0.00418, False,1,63,7
13.68221,1.4995,15.1817,799.83064,-0.73197,-0.0031, False,1,63,8
13.7238,2.62549,16.34929,899.82381,-0.60614,0.00438, False,0.87495,63,9
13.75533,2.90034,16.65566,999.8224,0.25423,0.0167, False,0.84997,63,10
13.77729,2.30591,16.0832,1099.82073,0.40162,0.00474, False,0.91255,63,11
13.7902,1.87308,15.66328,1199.81972,0.07989,-0.00312, False,1,63,12
13.79452,1.40405,15.19857,1299.81846,0.45227,0.00851, False,1,63,13
13.79074,0.57504,14.36578,1399.81499,0.50201,0.00311, False,1,63,14
13.77931,0.04538,13.82469,1499.81334,0.11841,-0.00416, False,1,63,15
13.7607,-0.21959,13.5411,1599.81293,0.20647,0.00375, False,1,63,16
13.73533,-0.56585,13.16948,1699.81224,0.21937,0.00249, False,1,63,17
13.70365,-0.79857,12.90509,1799.81187,0.08373,0, False,1.3,63,18
13.66608,-0.78863,12.87744,1899.81184,-0.05192,0, False,1.3,63,19
13.62302,-0.51979,13.10323,1999.81155,-0.20666,-0.00032, False,1,63,20
13.57487,0.00759,13.58246,2099.81038,-0.34237,0, False,1.3,63,21
13.52202,0.61366,14.13568,2199.80885,-0.29163,0.00313, False,1,63,22
13.46485,0.94115,14.406,2299.80839,-0.0184,0.00685, False,1,63,23
13.40373,1.33554,14.73927,2399.80768,-0.36317,-0.0035, False,1,63,24
13.339,1.57362,14.91262,2499.80718,0.16401,0.01111, False,1,63,25
13.27101,1.47385,14.74486,2599.80701,0.02836,0, False,1.3,63,26
13.2001,1.61377,14.81387,2699.80697,-0.1073,0, False,1.3,63,27
13.12659,1.99309,15.11967,2799.80648,-0.24299,0, False,1.3,63,28
13.05078,2.52162,15.5724,2899.80545,-0.27576,0.00173, False,0.88581,63,29
12.97298,2.58711,15.56009,2999.80504,0.28932,0.01175, False,0.87885,63,30
12.89348,2.28012,15.1736,3099.80427,0.1537,0, False,0.91632,63,31
12.81254,2.21129,15.02382,3199.80414,0.01806,0, False,0.92732,63,32
12.73044,2.09733,14.82776,3299.8039,0.20643,0.00543, False,0.95067,63,33
12.64743,1.95541,14.60283,3399.80362,0.05147,-0.00032, False,1,63,34
12.56374,2.06775,14.6315,3499.80359,-0.08419,0, False,0.95884,63,35
12.47963,2.42002,14.89964,3599.80321,-0.22295,-0.00005, False,0.89753,63,36
12.39529,2.87893,15.27422,3699.8025,-0.2063,0.00255, False,0.85177,63,37
12.31094,2.95388,15.26482,3799.80228,0.21667,0.00936, False,0.84558,63,38
12.22677,2.49666,14.72344,3899.80077,0.40353,0.00541, False,0.88857,63,39
12.14298,2.15011,14.29308,3999.79972,0.08993,-0.00298, False,0.93874,63,40
12.05972,2.14859,14.20831,4099.79967,0.0073,0.00089, False,0.93905,63,41
