episode_count, step_count, room_temp, temp_SP, temp_extAir,co2_ppm, PowElec_HVAC, PowElec_ZoHVAC, heat_valve, QAir, damper, occupancy, terminal, reward, day, concept_id
2,96715,20.6278,21,7.2417,1136.3052,84.9247,0.016,0,0.063,1,4,0,0,0,1
2,96716,20.5399,21,7.2333,1109.8807,84.9247,0.016,0,0.063,1,4,0,0,0,1
2,96717,20.4763,21,7.225,1086.2878,84.9247,0.016,0,0.063,1,4,0,0,0,1
2,96718,20.4321,21,7.2167,1065.2229,84.9247,0.016,0,0,1,4,0,0,0,1
2,96719,20.4031,21,7.2083,1109.7319,0.0135,0.016,0,0,1,4,0,0,0,1
2,96720,20.3853,21,7.2,1153.8708,0.0135,1599.984,1,0.063,1,3,0,0,0,1
2,96721,20.3774,21,7.1333,1113.7854,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,96722,21.082,21,7.0667,1077.9953,84.9247,0.016,0,0.063,1,3,0,0,0,1
2,96723,21.6125,21,7,1046.0402,84.9247,0.016,0,0,1,3,0,0,0,1
2,96724,21.3274,21,6.9333,1078.3025,0.0135,0.016,0,0,1,3,0,0,0,1
2,96725,21.1189,21,6.8667,1110.2966,0.0135,0.016,0,0,1,3,0,0,0,1
2,96726,20.9553,21,6.8,1142.0246,0.0135,0.016,0,0.063,1,3,0,0,0,1
2,96727,20.8266,21,6.7333,1103.2086,84.9247,0.016,0,0.063,1,3,0,0,0,1
2,96728,20.7287,21,6.6667,1068.5518,84.9247,0.016,0,0.063,1,3,0,0,0,1
2,96729,20.6503,21,6.6,1037.6086,84.9247,0.016,0,0,1,3,0,0,0,1
2,96730,20.5875,21,6.5333,1069.941,0.0135,0.016,0,0,1,3,0,0,0,1
2,96731,20.5352,21,6.4667,1102.0046,0.0135,0.016,0,0,1,3,0,0,0,1
2,96732,20.4932,21,6.4,1133.8016,0.0135,0.016,0,0.063,1,3,0,0,0,1
2,96733,20.4592,21,6.3667,1095.8667,84.9247,0.016,0,0.063,1,3,0,0,0,1
2,96734,20.4324,21,6.3333,1061.9966,84.9247,1061.0359,0.6631,0.063,1,3,0,0,0,1
2,96735,20.4007,21,6.3,1031.7558,84.9247,1473.3486,0.9208,0.063,1,3,0,0,0,1
2,96736,20.8328,21,6.2667,1004.7553,84.9247,0.016,0,0,1,3,0,0,0,1
2,96737,21.3292,21,6.2333,1037.361,0.0135,0.016,0,0,1,3,0,0,0,1
2,96738,21.071,21,6.2,1069.6955,0.0135,0.016,0,0,1,3,0,0,0,1
2,96739,20.8592,21,6.1667,1101.7612,0.0135,0.016,0,0,1,3,0,0,0,1
2,96740,20.6836,21,6.1333,1133.5602,0.0135,0.016,0,0.063,1,3,0,0,0,1
2,96741,20.536,21,6.1,1095.6511,84.9247,0.016,0,0.063,1,3,0,0,0,1
2,96742,20.4145,21,6.0667,1061.8041,84.9247,0.016,0,0,1,3,0,0,0,1
2,96743,20.3083,21,6.0333,1093.9354,0.0135,0.016,0,0,1,3,0,0,0,1
2,96744,20.2115,21,6,1125.7995,0.0135,1599.984,1,0.063,1,2,0,0,0,1
2,96745,20.1252,21,5.9833,1076.9432,84.9247,1599.984,1,0.063,1,2,0,0,0,1
2,96746,20.754,21,5.9667,1033.3221,84.9247,656.2006,0.4101,0.063,1,2,0,0,0,1
