episode_count, step_count, room_temp, temp_SP, temp_extAir,co2_ppm, PowElec_HVAC, PowElec_ZoHVAC, heat_valve, QAir, damper, occupancy, terminal, reward, day, concept_id
2,8409,17.916,21,3.375,583.8505,0.0135,0.016,0,0,1,0,0,0,0,2
2,8410,17.9407,21,3.3833,582.7375,0.0135,0.016,0,0,1,0,0,0,0,2
2,8411,17.9664,21,3.3917,581.6337,0.0135,0.016,0,0,1,0,0,0,0,2
2,8412,17.9928,21,3.4,580.5391,0.0135,0.016,0,0,1,0,0,0,0,2
2,8413,18.0199,21,3.4333,579.4537,0.0135,0.016,0,0,1,0,0,0,0,2
2,8414,18.0474,21,3.4667,578.3772,0.0135,0.016,0,0,1,0,0,0,0,2
2,8415,18.0652,21,3.5,577.3098,0.0135,0.016,0,0,1,0,0,0,0,2
2,8416,18.0753,21,3.5333,576.2511,0.0135,0.016,0,0,1,0,0,0,0,2
2,8417,18.0795,21,3.5667,575.2013,0.0135,0.016,0,0,1,0,0,0,0,2
2,8418,18.079,21,3.6,574.1603,0.0135,0.016,0,0,1,0,0,0,0,2
2,8419,18.0748,21,3.6333,573.1278,0.0135,0.016,0,0,1,0,0,0,0,2
2,8420,18.0679,21,3.6667,572.104,0.0135,33.0546,0.0207,0.063,1,0,0,0,0,1
2,8421,18.0587,21,3.7,559.0202,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,8422,18.0626,21,3.7333,547.3384,84.9247,0.016,0,0,1,0,0,0,0,2
2,8423,18.7515,21,3.7667,546.529,0.0135,1599.984,1,0.063,1,0,0,0,0,1
2,8424,18.5827,21,3.8,536.1857,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8425,19.1567,21,3.7833,538.7294,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8426,19.582,21,3.7667,541.0006,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8427,19.9213,21,3.75,543.0284,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8428,20.1918,21,3.7333,544.8389,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8429,20.4084,21,3.7167,546.4554,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8430,20.5825,21,3.7,547.8987,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8431,20.7232,21,3.6833,549.1874,84.9247,0.016,0,0,1,1,0,0,0,1
2,8432,20.8378,21,3.6667,560.7688,0.0135,0.016,0,0,1,1,0,0,0,1
2,8433,20.2303,21,3.65,572.2539,0.0135,1599.984,1,0.063,1,1,0,0,0,1
2,8434,19.7585,21,3.6333,570.9328,84.9247,0.016,0,0,1,1,0,0,0,2
2,8435,20.1099,21,3.6167,582.3335,0.0135,0.016,0,0,1,1,0,0,0,1
2,8436,19.6699,21,3.6,593.6393,0.0135,1599.984,1,0.063,1,3,0,0,0,1
2,8437,19.3285,21,3.6833,613.5842,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,8438,19.7779,21,3.7667,631.392,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,8439,20.1114,21,3.85,647.2917,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,8440,20.38,21,3.9333,661.4877,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,8441,20.5966,21,4.0167,674.1625,84.9247,0.016,0,0,1,3,0,0,0,1
2,8442,20.7723,21,4.1,709.5171,0.0135,0.016,0,0,1,3,0,0,0,1
2,8443,20.2163,21,4.1833,744.5777,0.0135,0.016,0,0,1,3,0,0,0,1
2,8444,19.7862,21,4.2667,779.3468,0.0135,0.016,0,0,1,3,0,0,0,1
2,8445,19.454,21,4.35,813.8268,0.0135,1599.984,1,0.063,1,3,0,0,0,1
2,8446,19.1983,21,4.4333,810.178,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,8447,19.7136,21,4.5167,806.9203,84.9247,1599.984,1,0.063,1,3,0,0,0,1
2,8448,20.0992,13,4.6,804.0116,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8449,20.4088,13,4.6417,777.857,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,8450,20.6577,13,4.6833,754.505,84.9247,0.016,0,0,1,1,0,0,0,2
2,8451,20.844,13,4.725,764.3792,0.0135,0.016,0,0,1,1,0,0,0,2
2,8452,20.2822,13,4.7667,774.1712,0.0135,0.016,0,0,1,1,0,0,0,2
2,8453,19.8326,13,4.8083,783.8819,0.0135,0.016,0,0,1,1,0,0,0,2
2,8454,19.4704,13,4.85,793.5117,0.0135,0.016,0,0,1,1,0,0,0,2
2,8455,19.1762,13,4.8917,803.0615,0.0135,0.016,0,0,1,1,0,0,0,2
2,8456,18.9349,13,4.9333,812.5319,0.0135,0.016,0,0,1,1,0,0,0,2
2,8457,18.7348,13,4.975,821.9236,0.0135,0.016,0,0,1,1,0,0,0,2
2,8458,18.5668,13,5.0167,831.2372,0.0135,0.016,0,0,1,1,0,0,0,1
