episode_count, step_count, room_temp, temp_SP, temp_extAir,co2_ppm, PowElec_HVAC, PowElec_ZoHVAC, heat_valve, QAir, damper, occupancy, terminal, reward, day, concept_id
2,75689,25.4247,21,14.8417,1075.262,84.9247,0.016,0,0,1,4,0,0,0,2
2,75690,25.3979,21,14.55,1119.6875,0.0135,0.016,0,0,1,4,0,0,0,2
2,75691,25.3699,21,14.2583,1163.7436,0.0135,0.016,0,0.063,1,4,0,0,0,2
2,75692,25.3417,21,13.9667,1134.3791,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75693,25.3141,21,13.675,1108.1611,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75694,25.2861,21,13.3833,1084.7524,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75695,25.2578,21,13.0917,1063.852,84.9247,0.016,0,0,1,4,0,0,0,2
2,75696,25.2292,21,12.8,1108.3724,0.0135,0.016,0,0,1,4,0,0,0,2
2,75697,25.1997,21,12.6917,1152.5227,0.0135,0.016,0,0.063,1,4,0,0,0,2
2,75698,25.1702,21,12.5833,1124.3605,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75699,25.1446,21,12.475,1099.216,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75700,25.1212,21,12.3667,1076.7658,84.9247,0.016,0,0,1,4,0,0,0,2
2,75701,25.0996,21,12.2583,1121.1788,0.0135,0.016,0,0,1,4,0,0,0,2
2,75702,25.0787,21,12.15,1165.2226,0.0135,0.016,0,0.063,1,4,0,0,0,2
2,75703,25.059,21,12.0417,1135.6996,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75704,25.0408,21,11.9333,1109.34,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75705,25.0231,21,11.825,1085.805,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75706,25.0059,21,11.7167,1064.7918,84.9247,0.016,0,0,1,4,0,0,0,2
2,75707,24.9891,21,11.6083,1109.3044,0.0135,0.016,0,0,1,4,0,0,0,2
2,75708,24.9721,21,11.5,1153.4469,0.0135,0.016,0,0.063,1,4,0,0,0,2
2,75709,24.9554,21,11.3833,1125.1857,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75710,24.9393,21,11.2667,1099.9528,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75711,24.935,21,11.15,1077.4236,84.9247,0.016,0,0,1,4,0,0,0,2
2,75712,24.9394,21,11.0333,1121.8312,0.0135,0.016,0,0,1,4,0,0,0,2
2,75713,24.9509,21,10.9167,1165.8695,0.0135,0.016,0,0.063,1,4,0,0,0,2
2,75714,24.9681,21,10.8,1136.2772,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75715,24.9892,21,10.6833,1109.8558,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75716,25.0138,21,10.5667,1086.2655,84.9247,0.016,0,0.063,1,4,0,0,0,2
2,75717,25.0411,21,10.45,1065.203,84.9247,0.016,0,0,1,4,0,0,0,1
