episode_count, step_count, room_temp, temp_SP, temp_extAir,co2_ppm, PowElec_HVAC, PowElec_ZoHVAC, heat_valve, QAir, damper, occupancy, terminal, reward, day, concept_id
2,29434,18.4948,21,1.4,697.7944,0.0135,0.016,0,0,1,0,0,0,0,2
2,29435,18.4859,21,1.35,695.734,0.0135,0.016,0,0,1,0,0,0,0,2
2,29436,18.4772,21,1.3,693.6906,0.0135,0.016,0,0,1,0,0,0,0,2
2,29437,18.4688,21,1.3,691.6643,0.0135,0.016,0,0,1,0,0,0,0,2
2,29438,18.4605,21,1.3,689.6548,0.0135,0.016,0,0,1,0,0,0,0,2
2,29439,18.4548,21,1.3,687.662,0.0135,0.016,0,0,1,0,0,0,0,2
2,29440,18.4512,21,1.3,685.6858,0.0135,0.016,0,0,1,0,0,0,0,2
2,29441,18.4492,21,1.3,683.726,0.0135,0.016,0,0,1,0,0,0,0,2
2,29442,18.4484,21,1.3,681.7825,0.0135,0.016,0,0,1,0,0,0,0,2
2,29443,18.4486,21,1.3,679.8552,0.0135,0.016,0,0,1,0,0,0,0,2
2,29444,18.4496,21,1.3,677.9439,0.0135,1599.984,1,0.063,1,0,0,0,0,1
2,29445,18.4512,21,1.3,653.5191,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29446,19.1577,21,1.3,631.7114,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29447,19.692,21,1.3,612.2405,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29448,20.1164,21,1.3,594.856,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,29449,20.4536,21,1.3667,591.1131,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,29450,20.7222,21,1.4333,587.7712,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,29451,21.002,21,1.5,584.7874,84.9247,0.016,0,0,1,1,0,0,0,1
2,29452,21.2884,21,1.5667,596.0728,0.0135,0.016,0,0,1,1,0,0,0,1
2,29453,20.8837,21,1.6333,607.2644,0.0135,0.016,0,0,1,1,0,0,0,1
2,29454,20.6351,21,1.7,618.3628,0.0135,0.016,0,0,1,1,0,0,0,1
2,29455,20.508,21,1.7667,629.3691,0.0135,0.016,0,0,1,1,0,0,0,1
2,29456,20.4759,21,1.8333,640.2838,0.0135,1599.984,1,0.063,1,1,0,0,0,1
2,29457,20.5179,21,1.9,631.6731,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,29458,21.3212,21,1.9667,623.9851,84.9247,0.016,0,0,1,1,0,0,0,1
2,29459,21.9958,21,2.0333,634.9445,0.0135,0.016,0,0,1,1,0,0,0,1
2,29460,21.9093,21,2.1,645.8129,0.0135,0.016,0,0,1,3,0,0,0,1
2,29461,21.9097,21,2.4917,681.4032,0.0135,0.016,0,0,1,3,0,0,0,1
2,29462,21.978,21,2.8833,716.6976,0.0135,0.016,0,0,1,3,0,0,0,1
2,29463,21.9861,21,3.275,751.6985,0.0135,0.016,0,0,1,3,0,0,0,1
2,29464,21.9473,21,3.6667,786.4084,0.0135,0.016,0,0,1,3,0,0,0,1
2,29465,21.8717,21,4.0583,820.8296,0.0135,0.016,0,0,1,3,0,0,0,1
2,29466,21.7674,21,4.45,854.9647,0.0135,0.016,0,0,1,3,0,0,0,1
2,29467,21.6406,21,4.8417,888.8158,0.0135,0.016,0,0,1,3,0,0,0,1
2,29468,21.4962,21,5.2333,922.3856,0.0135,0.016,0,0,1,3,0,0,0,1
2,29469,21.3379,21,5.625,955.6761,0.0135,0.016,0,0,1,3,0,0,0,1
2,29470,21.1687,21,6.0167,988.6899,0.0135,0.016,0,0,1,3,0,0,0,1
2,29471,20.9909,21,6.4083,1021.4291,0.0135,0.016,0,0,1,3,0,0,0,1
2,29472,20.8062,21,6.8,1053.8961,0.0135,0.016,0,0,1,1,0,0,0,1
2,29473,20.6161,21,7,1061.2807,0.0135,0.016,0,0,1,1,0,0,0,1
2,29474,20.4216,21,7.2,1068.604,0.0135,1599.984,1,0.063,1,1,0,0,0,1
2,29475,20.2741,21,7.4,1014.0976,84.9247,1599.984,1,0.063,1,1,0,0,0,1
2,29476,20.872,21,7.6,965.4318,84.9247,0.016,0,0,1,1,0,0,0,1
2,29477,21.3236,21,7.8,973.552,0.0135,1599.984,1,0.063,1,1,0,0,0,1
2,29478,20.9943,21,8,929.2307,84.9247,0.016,0,0,1,1,0,0,0,1
2,29479,21.4556,21,8.2,937.652,0.0135,0.016,0,0,1,1,0,0,0,1
2,29480,21.1081,21,8.4,946.0032,0.0135,0.016,0,0,1,1,0,0,0,1
2,29481,20.8415,21,8.6,954.2851,0.0135,0.016,0,0,1,1,0,0,0,1
2,29482,20.638,21,8.8,962.498,0.0135,0.016,0,0,1,1,0,0,0,1
2,29483,20.4836,21,9,970.6426,0.0135,201.8809,0.1262,0.063,1,1,0,0,0,1
2,29484,20.3675,21,9.2,926.6331,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29485,20.3733,21,9.3083,875.5605,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29486,20.9945,21,9.4167,829.9605,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29487,21.5144,21,9.525,789.2467,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29488,21.9753,21,9.6333,752.8955,84.9247,0.016,0,0,1,0,0,0,0,1
2,29489,22.3893,21,9.7417,750.3768,0.0135,0.016,0,0,1,0,0,0,0,1
2,29490,22.0735,21,9.85,747.8791,0.0135,0.016,0,0,1,0,0,0,0,2
2,29491,21.8784,21,9.9583,745.4022,0.0135,0.016,0,0,1,0,0,0,0,2
2,29492,21.7775,21,10.0667,742.9458,0.0135,0.016,0,0,1,0,0,0,0,2
2,29493,21.75,21,10.175,740.5099,0.0135,0.016,0,0,1,0,0,0,0,2
2,29494,21.7798,21,10.2833,738.0943,0.0135,0.016,0,0,1,0,0,0,0,2
2,29495,21.8544,21,10.3917,735.6987,0.0135,0.016,0,0,1,0,0,0,0,2
2,29496,21.9638,21,10.5,733.3231,0.0135,0.016,0,0,1,0,0,0,0,2
2,29497,22.1006,21,10.6167,730.9672,0.0135,0.016,0,0,1,0,0,0,0,2
2,29498,22.2589,21,10.7333,728.6308,0.0135,0.016,0,0,1,0,0,0,0,2
2,29499,22.3995,21,10.85,726.314,0.0135,0.016,0,0,1,0,0,0,0,2
2,29500,22.5266,21,10.9667,724.0163,0.0135,0.016,0,0,1,0,0,0,0,2
2,29501,22.6431,21,11.0833,721.7378,0.0135,0.016,0,0,1,0,0,0,0,2
2,29502,22.7515,21,11.2,719.4783,0.0135,0.016,0,0,1,0,0,0,0,2
2,29503,22.8537,21,11.3167,717.2375,0.0135,0.016,0,0,1,0,0,0,0,2
2,29504,22.9511,21,11.4333,715.0154,0.0135,0.016,0,0,1,0,0,0,0,2
2,29505,23.0448,21,11.55,712.8117,0.0135,0.016,0,0,1,0,0,0,0,2
2,29506,23.1359,21,11.6667,710.6263,0.0135,0.016,0,0,1,0,0,0,0,2
2,29507,23.2248,21,11.7833,708.4592,0.0135,0.016,0,0,1,0,0,0,0,2
2,29508,23.3123,21,11.9,706.31,0.0135,0.016,0,0,1,0,0,0,0,2
2,29509,23.3987,21,11.875,704.1788,0.0135,0.016,0,0,1,0,0,0,0,2
2,29510,23.4844,21,11.85,702.0652,0.0135,0.016,0,0,1,0,0,0,0,2
2,29511,23.568,21,11.825,699.9692,0.0135,0.016,0,0,1,0,0,0,0,2
2,29512,23.6503,21,11.8,697.8907,0.0135,0.016,0,0,1,0,0,0,0,2
2,29513,23.7314,21,11.775,695.8294,0.0135,0.016,0,0,1,0,0,0,0,2
2,29514,23.812,21,11.75,693.7853,0.0135,0.016,0,0,1,0,0,0,0,2
2,29515,23.8922,21,11.725,691.7581,0.0135,0.016,0,0,1,0,0,0,0,2
2,29516,23.9722,21,11.7,689.7479,0.0135,0.016,0,0,1,0,0,0,0,1
2,29517,24.0523,21,11.675,687.7543,0.0135,0.016,0,0,1,0,0,0,0,1
2,29518,24.1326,21,11.65,685.7773,0.0135,0.016,0,0,1,0,0,0,0,2
2,29519,24.213,21,11.625,683.8168,0.0135,0.016,0,0,1,0,0,0,0,2
2,29520,24.2939,21,11.6,681.8725,0.0135,0.016,0,0,1,3,0,0,0,1
2,29521,24.3753,21,11.65,717.163,0.0135,0.016,0,0,1,3,0,0,0,1
2,29522,24.457,21,11.7,752.1601,0.0135,0.016,0,0,1,3,0,0,0,1
2,29523,24.4877,21,11.75,786.8661,0.0135,0.016,0,0,1,3,0,0,0,1
2,29524,24.4786,21,11.8,821.2835,0.0135,0.016,0,0,1,3,0,0,0,1
2,29525,24.4384,21,11.85,855.4148,0.0135,0.016,0,0,1,3,0,0,0,1
2,29526,24.3739,21,11.9,889.2622,0.0135,0.016,0,0,1,3,0,0,0,1
2,29527,24.2903,21,11.95,922.8282,0.0135,0.016,0,0,1,3,0,0,0,1
2,29528,24.1919,21,12,956.1151,0.0135,0.016,0,0,1,3,0,0,0,2
2,29529,24.0817,21,12.05,989.1252,0.0135,0.016,0,0,1,3,0,0,0,1
2,29530,23.9623,21,12.1,1021.8608,0.0135,0.016,0,0,1,3,0,0,0,1
2,29531,23.8356,21,12.15,1054.3242,0.0135,0.016,0,0,1,3,0,0,0,1
2,29532,23.7032,21,12.2,1086.5177,0.0135,0.016,0,0,1,0,0,0,0,2
2,29533,23.5661,21,12.2,1081.2249,0.0135,0.016,0,0,1,0,0,0,0,2
2,29534,23.4254,21,12.2,1075.9761,0.0135,0.016,0,0,1,0,0,0,0,2
2,29535,23.2843,21,12.2,1070.771,0.0135,0.016,0,0,1,0,0,0,0,2
2,29536,23.1428,21,12.2,1065.6091,0.0135,0.016,0,0,1,0,0,0,0,2
2,29537,23.0009,21,12.2,1060.4902,0.0135,0.016,0,0,1,0,0,0,0,2
2,29538,22.8585,21,12.2,1055.4138,0.0135,0.016,0,0,1,0,0,0,0,2
2,29539,22.7157,21,12.2,1050.3797,0.0135,0.016,0,0,1,0,0,0,0,1
2,29540,22.5724,21,12.2,1045.3874,0.0135,0.016,0,0,1,0,0,0,0,1
2,29541,22.4286,21,12.2,1040.4366,0.0135,0.016,0,0,1,0,0,0,0,1
2,29542,22.2843,21,12.2,1035.5269,0.0135,0.016,0,0,1,0,0,0,0,1
2,29543,22.1395,21,12.2,1030.6582,0.0135,0.016,0,0,1,0,0,0,0,1
2,29544,21.9942,21,12.2,1025.8298,0.0135,0.016,0,0,1,0,0,0,0,1
2,29545,21.8484,21,12.175,1021.0417,0.0135,0.016,0,0,1,0,0,0,0,1
2,29546,21.7021,21,12.15,1016.2933,0.0135,0.016,0,0,1,0,0,0,0,1
2,29547,21.5814,21,12.125,1011.5845,0.0135,0.016,0,0,1,0,0,0,0,1
2,29548,21.4806,21,12.1,1006.9148,0.0135,0.016,0,0,1,0,0,0,0,1
2,29549,21.3952,21,12.075,1002.2839,0.0135,0.016,0,0,1,0,0,0,0,1
2,29550,21.3219,21,12.05,997.6915,0.0135,0.016,0,0,1,0,0,0,0,1
2,29551,21.2578,21,12.025,993.1373,0.0135,0.016,0,0,1,0,0,0,0,1
2,29552,21.201,21,12,988.621,0.0135,0.016,0,0,1,0,0,0,0,1
2,29553,21.1497,21,11.975,984.1423,0.0135,0.016,0,0,1,0,0,0,0,1
2,29554,21.1028,21,11.95,979.7007,0.0135,0.016,0,0,1,0,0,0,0,1
2,29555,21.0592,21,11.925,975.2962,0.0135,0.016,0,0,1,0,0,0,0,1
2,29556,21.0181,21,11.9,970.9282,0.0135,0.016,0,0,1,0,0,0,0,1
2,29557,20.979,21,11.9083,966.5966,0.0135,0.016,0,0,1,0,0,0,0,1
2,29558,20.9414,21,11.9167,962.3009,0.0135,0.016,0,0,1,0,0,0,0,1
2,29559,20.9083,21,11.925,958.041,0.0135,1599.984,1,0.063,1,0,0,0,0,1
2,29560,20.8787,21,11.9333,903.603,84.9247,1599.984,1,0.063,1,0,0,0,0,1
2,29561,21.5572,21,11.9417,854.9982,84.9247,0.016,0,0,1,0,0,0,0,1
2,29562,22.0647,21,11.95,851.6305,0.0135,0.016,0,0,1,0,0,0,0,1
2,29563,21.7732,21,11.9583,848.2909,0.0135,0.016,0,0,1,0,0,0,0,1
2,29564,21.5423,21,11.9667,844.979,0.0135,0.016,0,0,1,0,0,0,0,1
2,29565,21.3585,21,11.975,841.6947,0.0135,0.016,0,0,1,0,0,0,0,1
2,29566,21.2114,21,11.9833,838.4376,0.0135,0.016,0,0,1,0,0,0,0,1
2,29567,21.0928,21,11.9917,835.2077,0.0135,0.016,0,0,1,0,0,0,0,1
