episode_count, step_count, room_temp, temp_SP, temp_extAir,co2_ppm, PowElec_HVAC, PowElec_ZoHVAC, heat_valve, QAir, damper, occupancy, terminal, reward, day, concept_id
2,67279,29.2292,13,18.1667,962.3279,0.0135,0.016,0,0,1,0,0,0,0,2
2,67280,29.2893,13,18.3333,958.0678,0.0135,0.016,0,0,1,0,0,0,0,2
2,67281,29.353,13,18.5,953.8431,0.0135,0.016,0,0,1,0,0,0,0,2
2,67282,29.4195,13,18.6667,949.6535,0.0135,0.016,0,0,1,0,0,0,0,2
2,67283,29.4882,13,18.8333,945.4987,0.0135,0.016,0,0,1,0,0,0,0,2
2,67284,29.5588,13,19,941.3786,0.0135,0.016,0,0,1,0,0,0,0,2
2,67285,29.6309,13,18.9333,937.2926,0.0135,0.016,0,0,1,0,0,0,0,2
2,67286,29.7041,13,18.8667,933.2407,0.0135,0.016,0,0,1,0,0,0,0,2
2,67287,29.7447,13,18.8,929.2224,0.0135,0.016,0,0,1,0,0,0,0,2
2,67288,29.7599,13,18.7333,925.2376,0.0135,0.016,0,0,1,0,0,0,0,2
2,67289,29.7551,13,18.6667,921.2858,0.0135,0.016,0,0,1,0,0,0,0,2
2,67290,29.7347,13,18.6,917.367,0.0135,0.016,0,0,1,0,0,0,0,2
2,67291,29.7021,13,18.5333,913.4807,0.0135,0.016,0,0,1,0,0,0,0,2
2,67292,29.6598,13,18.4667,909.6268,0.0135,0.016,0,0,1,0,0,0,0,2
2,67293,29.61,13,18.4,905.8049,0.0135,0.016,0,0,1,0,0,0,0,2
2,67294,29.5542,13,18.3333,902.0147,0.0135,0.016,0,0,1,0,0,0,0,2
2,67295,29.4936,13,18.2667,898.2561,0.0135,0.016,0,0,1,0,0,0,0,2
2,67296,29.4292,13,18.2,894.5288,0.0135,0.016,0,0,1,0,0,0,0,2
2,67297,29.3618,13,18.1833,890.8324,0.0135,0.016,0,0,1,0,0,0,0,2
2,67298,29.292,13,18.1667,887.1668,0.0135,0.016,0,0,1,0,0,0,0,2
2,67299,29.2378,13,18.15,883.5317,0.0135,0.016,0,0,1,0,0,0,0,2
2,67300,29.1958,13,18.1333,879.9267,0.0135,0.016,0,0,1,0,0,0,0,2
2,67301,29.1633,13,18.1167,876.3518,0.0135,0.016,0,0,1,0,0,0,0,2
2,67302,29.1382,13,18.1,872.8066,0.0135,0.016,0,0,1,0,0,0,0,2
2,67303,29.1189,13,18.0833,869.2908,0.0135,0.016,0,0,1,0,0,0,0,2
2,67304,29.1042,13,18.0667,865.8043,0.0135,0.016,0,0,1,0,0,0,0,2
2,67305,29.093,13,18.05,862.3468,0.0135,0.016,0,0,1,0,0,0,0,2
2,67306,29.0846,13,18.0333,858.9181,0.0135,0.016,0,0,1,0,0,0,0,2
2,67307,29.0784,13,18.0167,855.5178,0.0135,0.016,0,0,1,0,0,0,0,2
2,67308,29.0741,13,18,852.1458,0.0135,0.016,0,0,1,0,0,0,0,2
2,67309,29.0713,13,17.9,848.8019,0.0135,0.016,0,0,1,0,0,0,0,2
2,67310,29.0695,13,17.8,845.4858,0.0135,0.016,0,0,1,0,0,0,0,2
2,67311,29.0645,13,17.7,842.1972,0.0135,0.016,0,0,1,0,0,0,0,2
2,67312,29.0571,13,17.6,838.936,0.0135,0.016,0,0,1,0,0,0,0,2
2,67313,29.0477,13,17.5,835.7019,0.0135,0.016,0,0,1,0,0,0,0,2
2,67314,29.037,13,17.4,832.4947,0.0135,0.016,0,0,1,0,0,0,0,2
2,67315,29.0253,13,17.3,829.3142,0.0135,0.016,0,0,1,0,0,0,0,2
2,67316,29.0127,13,17.2,826.1601,0.0135,0.016,0,0,1,0,0,0,0,2
2,67317,29.0006,13,17.1,823.0322,0.0135,0.016,0,0,1,0,0,0,0,2
2,67318,28.9889,13,17,819.9304,0.0135,0.016,0,0,1,0,0,0,0,2
